KPid,Type,NameFilm,Year,Countries,Genres,ratingKP,ratingImdb,ratingMpaa,ratingAgeLimits,Description,WebUrl,WebUrl2,PosterUrl
89577,FILM,Первые фильмы братьев Люмьер,1996.0,США,"история, документальный",7.6,8.1,,,85 коротких фильмов с комментариями великого классика французского кино Бертрана Тавернье.,https://w4.kpfr.wiki/film/89577/,https://www.kinopoisk.ru/film/89577/,https://kinopoiskapiunofficial.tech/images/posters/kp/89577.jpg
57536,FILM,Вечерний прикид,1996.0,Франция,комедия,7.6,5.8,,age18,"Игривая комедия о незадачливом начальнике, влюбившемся в очаровательную незнакомку, оказавшуюся владелицей ночного заведения. Герою приходится жертвовать своими пуританскими взглядами, чтобы продолжать приятное знакомство.

А вокруг него уже завертелась веселая кутерьма с переодеваниями, забавными ошибками и смешными гэгами...",https://w4.kpfr.wiki/film/57536/,https://www.kinopoisk.ru/film/57536/,https://kinopoiskapiunofficial.tech/images/posters/kp/57536.jpg
77634,FILM,Мстительница,1996.0,Индия,"драма, боевик",7.6,4.4,,age0,"Бесстрашный полковник Арджун и адвокат Гита любят друг друга. После свадьбы Арджун погибает, спасая свою сестру из рук террористов. Не добившись справедливости законным путем, Гита вынуждена организовать побег пятерым заключенным, приговоренным к смертнойказни. В обмен на свободу преступники должны помочь совершить возмездие над убийцами возлюбленного Гиты.",https://w4.kpfr.wiki/film/77634/,https://www.kinopoisk.ru/film/77634/,https://kinopoiskapiunofficial.tech/images/posters/kp/77634.jpg
3720,FILM,Квартира,1996.0,"Франция, Испания, Италия","триллер, драма, мелодрама, детектив",7.6,7.3,r,age18,"Молодой бизнесмен Макс собирается на важные переговоры в Токио. В Париже остаётся его невеста. Перед самым отъездом Макс видит в кафе Лизу — девушку, которую он страстно любил. Два года назад она внезапно исчезла, даже не попрощавшись. После странного разговора по телефону Лиза убегает из кафе и уезжает, а Макс, не успев догнать её, возвращается и находит пудреницу и ключи от квартиры. Он начинает поиски, забыв и о невесте, и о поездке в Токио.",https://w4.kpfr.wiki/film/3720/,https://www.kinopoisk.ru/film/3720/,https://kinopoiskapiunofficial.tech/images/posters/kp/3720.jpg
50609,FILM,Конспираторы наслаждений,1996.0,"Швейцария, Великобритания, Чехия","драма, комедия",7.6,7.3,,age18,"Что происходит с людьми, когда их никто не видит? И зачем это с ними происходит? Охваченный страстью к электронике продавец порножурналов, следователь, увлеченно конструирующий орудия эротического труда, художник - изощренный таксидермист с очумелыми ручками, его соседка - маньячка, почтальонша, балдеющая от хлебных катышков… Всех этих чудоковатых героев кудесник Шванкмайер связал странными отношениями, которые воплотились в необычную сказку для взрослых.",https://w4.kpfr.wiki/film/50609/,https://www.kinopoisk.ru/film/50609/,https://kinopoiskapiunofficial.tech/images/posters/kp/50609.jpg
7652,FILM,Кавказский пленник,1996.0,"Россия, Казахстан","драма, военный",7.6,7.5,r,age16,"На Кавказе - война. Двух раненых русских солдат забирает житель отдаленного горного аула Абдул-Марат. Сын Абдул-Марата находится в плену у русских, и старик хочет договориться с комендантом лагеря об обмене пленными.",https://w4.kpfr.wiki/film/7652/,https://www.kinopoisk.ru/film/7652/,https://kinopoiskapiunofficial.tech/images/posters/kp/7652.jpg
3661,FILM,Летите домой,1996.0,США,"драма, приключения, семейный",7.6,6.9,pg,age6,"Перед маленькой Энни встает сложная задача — воспитать стайку гусят, так же, как она, оставшихся без мамы. Близится зима, и если ее новые подопечные не смогут улететь на юг, то погибнут от холода в суровой Канаде.

Научить летать птиц — такое не легко сделать человеку. Только упорство, смелость и любовь могут помочь Энни и ее отцу — они решают построить собственный самолет, на котором Энни предстоит пролететь над всем американским континентом, чтобы увезти своих птенцов туда, где тепло, где солнце, домой…",https://w4.kpfr.wiki/film/3661/,https://www.kinopoisk.ru/film/3661/,https://kinopoiskapiunofficial.tech/images/posters/kp/3661.jpg
337364,FILM,Весна и хаос,1996.0,Япония,"драма, биография, фэнтези, мультфильм, аниме",7.6,7.1,,,"Фильм повествует о периоде жизни знаменитого японского писателя Кэндзи Миядзавы, когда он начал преподавать в сельской школе родной префектуры Иватэ. Её в своих книгах мечтатель Кэндзи вывел под названием Ихатов. Ученики обожали своего эксцентричного сэнсэя, учившего их видеть красоту природы и слышать голоса звёзд, растений и камней. Молодому идеалисту было нелегко сохранить веру, когда на его глазах угасала от туберкулёза любимая сестра. Но непонимание даже близких людей и горечь многих разочарований не могли пошатнуть желание Кэндзи постичь этот столь несовершенный и прекрасный мир.",https://w4.kpfr.wiki/film/337364/,https://www.kinopoisk.ru/film/337364/,https://kinopoiskapiunofficial.tech/images/posters/kp/337364.jpg
70089,FILM,Понетт,1996.0,Франция,драма,7.6,7.5,,age0,"Понетт — маленькая девочка, мать которой погибла в автокатастрофе. Такие же дети, как она сама, в попытках помочь Понетт, жестоко и прямолинейно обсуждают происходящее, нисколько не тяготясь правилами хорошего тона.",https://w4.kpfr.wiki/film/70089/,https://www.kinopoisk.ru/film/70089/,https://kinopoiskapiunofficial.tech/images/posters/kp/70089.jpg
41266,FILM,Кот в сапогах,1996.0,Россия,"комедия, мультфильм, мюзикл, короткометражка",7.6,7.7,,age18,"Кот в мешке прибывает в Россию как часть гуманитарной помощи из Америки  и достаётся молодому пьянице и горе-патриоту Карабасову, которому предлагает эмигрировать в Америку. Полёт на волшебном коте, который использует хвост в качестве пропеллера, обрывается над Европой. Там зазнавшийся юноша забывает о неоценимых услугах, которые оказал ему Кот в сапогах, и тот возвращает неблагодарного обратно в Россию…",https://w4.kpfr.wiki/film/41266/,https://www.kinopoisk.ru/film/41266/,https://kinopoiskapiunofficial.tech/images/posters/kp/41266.jpg
95511,FILM,Старая дама и голуби,1996.0,"Франция, Канада, Бельгия","драма, комедия, мультфильм, короткометражка",7.6,7.8,,,"Мультфильм про подслеповатую старушку, которая каждый день в парке кормит голубей разной вкуснятиной. Эту картину наблюдает голодный худой полицейский...",https://w4.kpfr.wiki/film/95511/,https://www.kinopoisk.ru/film/95511/,https://kinopoiskapiunofficial.tech/images/posters/kp/95511.jpg
2022,FILM,День независимости,1996.0,США,"фантастика, приключения, боевик",7.6,7.0,pg13,age12,"На Земле принимается сигнал, посланный источником явно неземного происхождения. Источник этот приближается, и на «уши» поднимается вся планета. Никто, правда, не ожидал, что инопланетяне окажутся такими огромными и в таком количестве.",https://w4.kpfr.wiki/film/2022/,https://www.kinopoisk.ru/film/2022/,https://kinopoiskapiunofficial.tech/images/posters/kp/2022.jpg
161207,FILM,Чужие дети,1996.0,"США, Канада",драма,7.6,6.5,pg,,"Барбара Уитни — удачливая, независимая молодая женщина, для которой главное в жизни — это карьера. У Барбары есть беспечная сестра Рут, обладательница двоих детей. Она не хочет обременять себя воспитанием сына и дочери, поэтому бросает их на попечение незамужней Барбары.

Через год Рут возвращается и требует вернуть ей детей. Барбара обращается в суд, чтобы лишить легкомысленную сестру родительских прав и получить право опеки над своими племянниками.",https://w4.kpfr.wiki/film/161207/,https://www.kinopoisk.ru/film/161207/,https://kinopoiskapiunofficial.tech/images/posters/kp/161207.jpg
4342,FILM,Народ против Ларри Флинта,1996.0,США,"драма, биография",7.6,7.3,r,age18,"Ларри Флинт - герой семидесятых, эпохи сексуальной революции, наркотиков и культурных катаклизмов. Он видел - людям нужно нечто большее, чем ТВ и пикники по уик-эндам. Им нужны зрелища.

Обладая завидной интуицией он решил сделать шаг, который навсегда изменил его жизнь и разделил общество на тех, кто был за и против него. Он стал издавать порножурнал. Но «Hustler» стал не просто журналом. Это был вызов обществу. И оскорбленное общество решило наказать Ларри Флинта.",https://w4.kpfr.wiki/film/4342/,https://www.kinopoisk.ru/film/4342/,https://kinopoiskapiunofficial.tech/images/posters/kp/4342.jpg
8944,FILM,Дорога домой 2: Затерянные в Сан-Франциско,1996.0,США,"мелодрама, приключения, комедия, семейный",7.6,5.9,g,age6,"Троица говорящих зверей возвращается для нового приключения! Если раньше им приходилось путешествовать по горам и пустыням, то теперь раздражительный пес Ченс, избалованная кошка Сэсси и очаровательный ретривер Шедоу затерялись в бурлящем Сан - Франциско! С целой сворой знакомых дворняг находчивая троица прокладывает путь через городские джунгли домой, к любимой семье.",https://w4.kpfr.wiki/film/8944/,https://www.kinopoisk.ru/film/8944/,https://kinopoiskapiunofficial.tech/images/posters/kp/8944.jpg
104075,FILM,Летняя сказка,1996.0,Франция,"драма, мелодрама, комедия",7.5,7.6,g,age16,"Застенчивый математик Гаспар ждет, что к нему на летние каникулы присоединится девушка Лена, а тем временем встречает некую Марго - студентку, изучающую этнологию и подрабатывающую официанткой. Спустя какое-то время Марго берет Гаспара с собой на вечеринку, где он знакомится с еще одной девушкой, Солин. И когда Гаспар уже полностью запутался в своих чувствах к обеим, к нему наконец приезжает некогда долгожданная Лена…",https://w4.kpfr.wiki/film/104075/,https://www.kinopoisk.ru/film/104075/,https://kinopoiskapiunofficial.tech/images/posters/kp/104075.jpg
445954,FILM,Девочка со спичками,1996.0,Беларусь,"мультфильм, короткометражка",7.5,,,age0,"Грустная история о маленькой бедной девочке, которая накануне Рождества вынуждена продавать спички, чтобы заработать на кусок хлеба. Люди погружены в предпраздничные хлопоты и не замечают боли и страданий маленького человека...",https://w4.kpfr.wiki/film/445954/,https://www.kinopoisk.ru/film/445954/,https://kinopoiskapiunofficial.tech/images/posters/kp/445954.jpg
4768,FILM,Феномен,1996.0,США,"драма, мелодрама, фантастика, фэнтези",7.5,6.4,pg,age12,"Автомеханик Джордж Мэлли безнадёжно влюблён в очаровательную женщину, которая недавно переехала в его городок. Она не хочет завязывать новых отношений, и незадачливому поклоннику может помочь только чудо. И оно происходит... В день его рождения какая-то таинственная сила наделяет Джорджа уникальными умственными способностями и даром телекинеза. Возможно, теперь неприступная красавица, наконец, обратит на него внимание.",https://w4.kpfr.wiki/film/4768/,https://www.kinopoisk.ru/film/4768/,https://kinopoiskapiunofficial.tech/images/posters/kp/4768.jpg
77323,FILM,Зов предков,1996.0,Канада,приключения,7.5,6.3,pg,age0,"В этом фильме рассказывается история про пса Бака, знакомая многим поколениям юных читателей по широко известному роману Джека Лондона. Бак и его хозяин Джон Торнтон становятся главными героями захватывающих приключений в суровых краях дикой природы Аляски. Из глубины лесов слышит Бак зов предков-волков, но рядом с ним борется за жизнь хозяин. Какой выбор сделает благородный зверь?",https://w4.kpfr.wiki/film/77323/,https://www.kinopoisk.ru/film/77323/,https://kinopoiskapiunofficial.tech/images/posters/kp/77323.jpg
3662,FILM,Джейн Эйр,1996.0,"США, Франция, Великобритания, Италия","драма, мелодрама",7.5,6.8,pg,age12,"История любви осиротевшей девушки Джейн Эйр к своему хозяину Эдварду Рочестеру, которую она пронесла сквозь многочисленные невзгоды и испытания.",https://w4.kpfr.wiki/film/3662/,https://www.kinopoisk.ru/film/3662/,https://kinopoiskapiunofficial.tech/images/posters/kp/3662.jpg
9472,FILM,В тупике,1996.0,США,"драма, криминал, комедия",7.5,6.9,r,age18,"У друзей-наркоманов Стретча и Спуна выдалось непростое новогоднее утро. Их подруге Куки стало плохо от передозировки, и они на всех парах спешат доставить её в больницу. Добравшись до места, друзья твёрдо решают завязать с наркотиками и отправляются в реабилитационный центр, но вскоре попадают в серьёзный криминальный переплёт.",https://w4.kpfr.wiki/film/9472/,https://www.kinopoisk.ru/film/9472/,https://kinopoiskapiunofficial.tech/images/posters/kp/9472.jpg
94866,FILM,Готти,1996.0,"США, Канада","драма, криминал, биография",7.5,7.2,r,,"Рассказ о последнем из легендарных крёстных отцов мафии - Джоне Готти - начинается в Нью-Йорке в 1973 году. Большой знаток улиц, родом из Неаполя, об уроженцах которого говорят: «Не бойся Рима, ибо змея свила свои кольца в Неаполе», он обладал трезвым умом и неукротимым характером. Его продвинули благодаря воздержанию от торговли наркотиками и выполнению важного убийства, за которое он с комфортом отсидел 3 года...",https://w4.kpfr.wiki/film/94866/,https://www.kinopoisk.ru/film/94866/,https://kinopoiskapiunofficial.tech/images/posters/kp/94866.jpg
15996,FILM,Опасности любви,1996.0,"Франция, Испания","мелодрама, комедия",7.5,6.5,,age12,"Санти и Диана были влюблены друг в друга с юных лет. Сейчас у каждого из них своя жизнь, но сила их взаимной страсти такова, что, как только они оказываются рядом, с ними начинают происходить самые невероятные, смешные, а порой и просто опасные события...",https://w4.kpfr.wiki/film/15996/,https://www.kinopoisk.ru/film/15996/,https://kinopoiskapiunofficial.tech/images/posters/kp/15996.jpg
24691,FILM,Мистер Крутой,1996.0,Гонконг,"криминал, приключения, боевик, комедия",7.5,6.2,pg13,age12,"Ведущий кулинарного телешоу в Мельбурне Джеки случайно становится обладателем видеокассеты с записью кровавой разборки между бандами наркоторговцев. На этом спокойные дни для Джеки закончились и превратились в бесконечную гонку на выживание. Он бы с удовольствием отдал кассету бандитам или полиции, ведь на ней улика. Но те не задавали вопросов, а у Джеки все равно не было ответов. Зато было тренированное тело и молниеносные кулаки.",https://w4.kpfr.wiki/film/24691/,https://www.kinopoisk.ru/film/24691/,https://kinopoiskapiunofficial.tech/images/posters/kp/24691.jpg
295378,FILM,День независимости: Вторжение 4-го июля,1996.0,США,"фантастика, документальный, короткометражка",7.5,6.0,,,,https://w4.kpfr.wiki/film/295378/,https://www.kinopoisk.ru/film/295378/,https://kinopoiskapiunofficial.tech/images/posters/kp/295378.jpg
3961,FILM,Миссия: невыполнима,1996.0,США,"триллер, приключения, боевик",7.5,7.2,pg13,age12,"Агент ЦРУ Итан Хант оказался в положении подозреваемого в предательстве «крота», из-за которого погибли несколько членов его команды, включая руководителя группы Джима Фелпса. В живых осталась еще только коллега Ханта - жена Фелпса агент Клэр. Чтобы снять с себя обвинения в предательстве, Ханту надо найти настоящего «крота».",https://w4.kpfr.wiki/film/3961/,https://www.kinopoisk.ru/film/3961/,https://kinopoiskapiunofficial.tech/images/posters/kp/3961.jpg
143793,FILM,Спящий человек,1996.0,Япония,драма,7.5,7.1,,,"После несчастного случая в горах Такудзи погружается в долгий сон сродни коме. Пока мужчина спит, соседи заботятся о нем.",https://w4.kpfr.wiki/film/143793/,https://www.kinopoisk.ru/film/143793/,https://kinopoiskapiunofficial.tech/images/posters/kp/143793.jpg
4144,FILM,Шоссе в никуда,1996.0,"США, Франция","триллер, детектив",7.4,7.6,r,age18,"Фред Мэдисон обвинен в убийстве своей жены Ренэ и приговорен к высшей мере наказания. Незадолго до исполнения приговора он таинственным образом исчезает из камеры смертников, а на его месте находят растерянного и ничего не понимающего Пита Дейтона. Как он оказался в камере? Куда исчез убийца?
Выпущенный на свободу, Пит пытается вернуться к повседневной нормальной жизни, но вместо нее его ждет необъяснимый, поражающий воображение кошмар...",https://w4.kpfr.wiki/film/4144/,https://www.kinopoisk.ru/film/4144/,https://kinopoiskapiunofficial.tech/images/posters/kp/4144.jpg
55139,FILM,Ребята возвращаются,1996.0,Япония,"драма, криминал, спорт",7.4,7.4,,age16,"Синдзи и Масару не принадлежали к числу самых прилежных учеников. Они были из тех ребят, которых даже спустя долгие годы после окончания школы многие вспоминают со страхом. Любимым делом неразлучной парочки было издеваться над учителями, изводить одноклассников и отбирать у них деньги. Преподаватели махнули рукой на нелёгкое дело перевоспитания юных оболтусов, но ни что не длится вечно. Теперь Синдзи стал боксером, а Масару — якудза.",https://w4.kpfr.wiki/film/55139/,https://www.kinopoisk.ru/film/55139/,https://kinopoiskapiunofficial.tech/images/posters/kp/55139.jpg
8921,FILM,Костолом,1996.0,США,"драма, спорт",7.4,6.2,pg13,,"Три подростка - Джоуи, Бук, Маут - никак не могут преодолеть страх: над  ними постоянно издевается старшеклассник, а над Джоуи еще и  старший брат. Этому есть объяснение - ведь насилие порождает  насилие. Ребята находят способ, чтобы прекратить это бесконечное  унижение, но какой ценой?..",https://w4.kpfr.wiki/film/8921/,https://www.kinopoisk.ru/film/8921/,https://kinopoiskapiunofficial.tech/images/posters/kp/8921.jpg
7621,FILM,"Двенадцатая ночь, или Что угодно",1996.0,"Великобритания, Ирландия","драма, мелодрама, комедия",7.4,7.1,pg,age12,"Кораблекрушение разлучает двух юных близнецов: Виолу и Себастьяна. Виола, оказавшись в чужой стране, переодевается в мужскую одежду и, назвавшись Цезарио, устраивается при дворе герцога Орсимо, где становится его доверенным лицом. Герцог пытается добиться благосклонности красавицы Оливии, но в ней неожиданно вспыхивает любовь к Цезарио.",https://w4.kpfr.wiki/film/7621/,https://www.kinopoisk.ru/film/7621/,https://kinopoiskapiunofficial.tech/images/posters/kp/7621.jpg
6775,FILM,Тайны и ложь,1996.0,"Франция, Великобритания","драма, комедия",7.4,8.0,r,age16,"У чернокожей лондонской девушки Гортензии умирает приемная мать, и она принимает решение найти свою биологическую мать. Параллельно выписываются образы Синди Роуз, матери Гортензии, которую она ищет, Роксаны, дочери Синди и сводной сестры героини с молодым ухажером, брата матери с его женой, живущих в отчуждении, близком к тихой ненависти... Многое изменится с появлением в доме нового члена семьи.",https://w4.kpfr.wiki/film/6775/,https://www.kinopoisk.ru/film/6775/,https://kinopoiskapiunofficial.tech/images/posters/kp/6775.jpg
7320,FILM,Джек,1996.0,США,"драма, фэнтези, комедия",7.4,5.8,pg13,age12,"Джеку десять лет. Как и все дети его возраста, он ходит в школу и пытается завести друзей. Но за парту Джек не помещается, да и сверстники все время смеются над ним.

Дело в том, что он растет намного быстрее них и выглядит гораздо старше… в четыре раза. Необычное заболевание ускорило рост мальчика, и к своим десяти годам он превратился во взрослого мужчину… внешне. Но в душе Джек все равно остается ребенком.",https://w4.kpfr.wiki/film/7320/,https://www.kinopoisk.ru/film/7320/,https://kinopoiskapiunofficial.tech/images/posters/kp/7320.jpg
8136,FILM,Выкуп,1996.0,США,"триллер, криминал, боевик",7.4,6.7,r,age16,"У Тома Маллена, преуспевающего владельца авиакомпании, похищают сына и требуют за него 2 миллиона долларов. Том решает заплатить деньги, однако выкуп идет не по плану, и тогда мужчина назначает награду за поимку похитителя.",https://w4.kpfr.wiki/film/8136/,https://www.kinopoisk.ru/film/8136/,https://kinopoiskapiunofficial.tech/images/posters/kp/8136.jpg
64099,FILM,Земля,1996.0,Испания,"драма, мелодрама",7.4,7.3,,age16,"Анхель - сложное творение. Воспринимая себя получеловеком, полуангелом, наполовину живым, наполовину мертвым, он следовал голосу, доносящемуся из Космоса.

Прибыв выяснить причину странного привкуса местного вина, он встречает двух восхитительных женщин: застенчивую Анхелу и сексуальную девятнадцатилетнюю Мари.

Очарованный этими бесконечно разными богинями, Анхель терзается противоречиями: что есть благоразумие и что — безумие, секс — это любовь, или любовь — это секс? Что есть жизнь? И что есть Космос?",https://w4.kpfr.wiki/film/64099/,https://www.kinopoisk.ru/film/64099/,https://kinopoiskapiunofficial.tech/images/posters/kp/64099.jpg
4561,FILM,Джерри Магуайер,1996.0,США,"драма, мелодрама, комедия, спорт",7.4,7.3,r,age18,"Уволенный за критику начальства спортивный агент Джерри Магуайер решает создать свою фирму. Лишь два человека верят в него — влюбленная в Магуайера Дороти и Род Тидвелл — талантливый спортсмен, но нахальный и крайне злобный тип.
Но обстоятельства не останавливают Джерри — он уверен в себе и твердо знает, чего хочет. И все могло бы быть как нельзя лучше, если бы не его бывшие коллеги. Для них все методы хороши, особенно если нужно доказать правдолюбцу, кто правит бал. И Джерри Магуайер знает — если он проиграет, то встать на ноги ему не удастся никогда.",https://w4.kpfr.wiki/film/4561/,https://www.kinopoisk.ru/film/4561/,https://kinopoiskapiunofficial.tech/images/posters/kp/4561.jpg
75949,FILM,Отец,1996.0,Иран,драма,7.3,7.4,,,"После смерти своего отца, Мехролла работает в другом городе, чтобы прокормить семью. Возвращаясь домой, он узнает, что мать вступила в брак с жандармом. Мехролла ссорится с матерью и, убегая из дома, крадет табельное оружие отчима.",https://w4.kpfr.wiki/film/75949/,https://www.kinopoisk.ru/film/75949/,https://kinopoiskapiunofficial.tech/images/posters/kp/75949.jpg
36981,FILM,Вива эротика,1996.0,Гонконг,"драма, комедия",7.3,6.7,,age18,"История неудачливого режиссера и его продюсера, которые собираются снять порнофильм, чтобы подзаработать.",https://w4.kpfr.wiki/film/36981/,https://www.kinopoisk.ru/film/36981/,https://kinopoiskapiunofficial.tech/images/posters/kp/36981.jpg
102740,FILM,День восьмой,1996.0,"Франция, Великобритания, Бельгия","драма, комедия",7.3,7.5,,age12,"Судьбы совершенно разных людей подчас переплетаются самым невероятным образом. Гарри - простой клерк, расстался с женой, становится свидетелем того, как из психиатрической лечебницы убегает странный пациент по имени Жорж.

Он так же, как и Гарри, одинок - он остался без матери, ему некуда идти и не к чему стремиться. Между этими, совершенно разными на первый взгляд людьми завязывается тесная дружба, которая помогает обоим преодолеть все невзгоды и начать новую, по - настоящему счастливую жизнь.",https://w4.kpfr.wiki/film/102740/,https://www.kinopoisk.ru/film/102740/,https://kinopoiskapiunofficial.tech/images/posters/kp/102740.jpg
8169,FILM,Космический джем,1996.0,США,"фантастика, приключения, фэнтези, комедия, мультфильм, семейный, спорт",7.3,6.5,pg,age6,"Мультмонстры с планеты «Гора придурков» вторгаются на Землю, желая захватить персонажей популярного анимационного сериала «Looney Tunes». Земные зверюшки во главе с кроликом Багзом Банни предлагают на спор сыграть в баскетбол, привлекая на свою сторону суперзвезду Майкла Джордана.",https://w4.kpfr.wiki/film/8169/,https://www.kinopoisk.ru/film/8169/,https://kinopoiskapiunofficial.tech/images/posters/kp/8169.jpg
9387,FILM,Домашний арест,1996.0,США,"комедия, семейный",7.3,5.8,pg,age0,"Брат с сестрой узнали, что их родители задумали разойтись. По совету одноклассника они заманили их в подвал и заколотили дверь, объявив, что не выпустят, пока те не решат все свои проблемы. На следующий же день это стало известно всей школе, и вскоре другие подростки, у которых в семье не было полного счастья, поместили своих «предков» в тот же подвал, заменив дверь стальной решеткой...",https://w4.kpfr.wiki/film/9387/,https://www.kinopoisk.ru/film/9387/,https://kinopoiskapiunofficial.tech/images/posters/kp/9387.jpg
397166,FILM,Братья Пилоты готовят на завтрак макарончики,1996.0,Россия,"мультфильм, короткометражка",7.3,6.7,,age0,"Проснулись братья утром в городе Бердичеве и принялись за приготовление завтрака, не отрываясь от своих обычных дел и веселых разговоров.",https://w4.kpfr.wiki/film/397166/,https://www.kinopoisk.ru/film/397166/,https://kinopoiskapiunofficial.tech/images/posters/kp/397166.jpg
18035,FILM,Сыновья,1996.0,"США, Ирландия","драма, история",7.3,7.2,r,age16,"Два друга: Фрэнк Хиггинс и Джерард Куигли скрываются от закона. И, если мать Фрэнка - Энни без сомнения оказывает поддержку сыну, то мать Джерарда, Кэтлин Куигли, лишь крайние обстоятельства вынуждают переступить моральный барьер и сделать выбор между законопослушанием и любовью.",https://w4.kpfr.wiki/film/18035/,https://www.kinopoisk.ru/film/18035/,https://kinopoiskapiunofficial.tech/images/posters/kp/18035.jpg
364345,FILM,Потерянный рай,1996.0,США,"криминал, документальный",7.3,8.2,,,"На основании спорных улик троих мальчишек-нонкформистов обвиняют в тройном убийстве детей в Западном Мемфисе.

Этот документальный фильм - судебная драма в реальной жизни.",https://w4.kpfr.wiki/film/364345/,https://www.kinopoisk.ru/film/364345/,https://kinopoiskapiunofficial.tech/images/posters/kp/364345.jpg
126901,FILM,Обещание,1996.0,"Франция, Люксембург, Бельгия, Тунис",драма,7.3,7.7,,,"Игор и его отец Роже зарабатывают на перевозке и трудоустройстве нелегальных иммигрантов в Бельгию. Но однажды внезапный визит трудовой инспекции приводит к несчастному случаю с одним из нелегалов - Амидо. Игор и Роже скрывают его смерть и делают так, чтобы для всех Амидо исчез. Но с Амидо приехали его жена и грудной ребенок, у которых теперь нет средств к существованию в чужой стране. Игор дал Амидо обещание, о котором не может просто забыть.",https://w4.kpfr.wiki/film/126901/,https://www.kinopoisk.ru/film/126901/,https://kinopoiskapiunofficial.tech/images/posters/kp/126901.jpg
604183,FILM,Алфавит Жиля Делёза,1996.0,Франция,документальный,8.6,8.8,,,Серия интервью с Жилем Делёзом.,https://w4.kpfr.wiki/film/604183/,https://www.kinopoisk.ru/film/604183/,https://kinopoiskapiunofficial.tech/images/posters/kp/604183.jpg
225442,FILM,,1996.0,Франция,короткометражка,8.2,8.6,,,,https://w4.kpfr.wiki/film/225442/,https://www.kinopoisk.ru/film/225442/,https://kinopoiskapiunofficial.tech/images/posters/kp/225442.jpg
41267,FILM,Котенок,1996.0,Россия,"приключения, семейный",8.2,7.2,,age0,"Девочке на птичьем рынке купили котенка, и он стал любимцем в семье музыканта. Но случайно Тиграша, так его назвали, выпал из окна и попал на брезентовую крышу «Газели». В результате путешествия по предновогодней Москве Тиграша уехал далеко от своего дома. Ему повезло — он попал в руки одинокого доброго человека, уже приютившего много кошек в своей комнатушке.",https://w4.kpfr.wiki/film/41267/,https://www.kinopoisk.ru/film/41267/,https://kinopoiskapiunofficial.tech/images/posters/kp/41267.jpg
68243,FILM,Мир музыки,1996.0,Индия,"драма, мелодрама, мюзикл",8.1,7.5,,age16,"История талантливой, музыкально одаренной девушки Энни, которая живет, окруженная безмолвием своих глухонемых родителей. Она очень любит их, для нее они самые лучшие на свете, но всю свою жизнь она ждет все же, когда рухнет стена молчания.

Она ждет и надеется, что родители смогут назвать ее по имени. И именно это спасает ее в трудную минуту. Ни плач ее сынишки, ни мольбы любимого мужа, а неумело произнесенные звуки, которые какая-то добрая сила сложила в имя девушки: «Э-н-н-и».",https://w4.kpfr.wiki/film/68243/,https://www.kinopoisk.ru/film/68243/,https://kinopoiskapiunofficial.tech/images/posters/kp/68243.jpg
23108,FILM,Микрокосмос,1996.0,"Швейцария, Франция, Италия",документальный,8.1,7.9,g,age0,"Полтора часа, проведенные на неизвестной планете, где все расстояния измеряются миллиметрами. Ее обитатели: фантастические создания, насекомые, улитки и прочие обитатели травы и воды. Ее пейзажи: непроходимые дебри травяных кущ, капли росы, огромные, как воздушные шары.

Зритель открывает для себя прекрасный, сияющий всеми красками радуги параллельный мир, где работают иные физические законы. Мир, залитый ирреальным светом, полный неведомых звуков. Страна, где животные умеют ходить по воде или разгуливать вниз головой.

Фазан, разгуливающий по муравьиной тропе производит на вас не меньшее впечатление, чем Годзилла из знаменитого триллера, а обычная летняя гроза заставляет вспомнить о воздушной атаке сотни тяжелых бомбардировщиков. Постоянные переходы из одного мира в другой дают ошеломленным зрителям почувствовать относительность наших представлений о пространстве.

Зритель ощущает себя крохотным десантником, заброшенным в самый эпицентр действия. Он слышит грохот муравьиных войн и рев пчелиных крыльев у себя за спиной.",https://w4.kpfr.wiki/film/23108/,https://www.kinopoisk.ru/film/23108/,https://kinopoiskapiunofficial.tech/images/posters/kp/23108.jpg
491857,FILM,Джордж Карлин: Снова в городе,1996.0,США,"комедия, документальный",8.0,8.6,,,Back in Town девятый выпуск HBO Special от Джорджа Карлина. Так же был выпущен на CD 17 сентября 1996. Это было первое из множества представлений в театре «Маяк» города Нью-Йорка.,https://w4.kpfr.wiki/film/491857/,https://www.kinopoisk.ru/film/491857/,https://kinopoiskapiunofficial.tech/images/posters/kp/491857.jpg
40266,FILM,Хайп!,1996.0,США,"история, музыка, документальный",8.0,7.6,,,"Это современный взгляд на музыкальную сцену Сиэтла последнего десятилетия, рассматривающий истерию с ошеломляющим юмором, в то время как саму музыку с большим уважением. Включающий остроумные интервью с членами групп, записывающими компаниями, поклонниками музыки Сиэтла, много мест в фильме доброжелательно освещают группы, которые не стали частью национального гранж феномена и множество живых выступлений и редких записей показывают, что «Саунд Сиэтла» не начинался с Nirvana или кончался Soundgarden.",https://w4.kpfr.wiki/film/40266/,https://www.kinopoisk.ru/film/40266/,https://kinopoiskapiunofficial.tech/images/posters/kp/40266.jpg
